firm_key,reporting_period,source_reporting_period,product_group,display_firm_name,resolved_frn,observation_start,observation_end,eligible_rule_count,triggered_rule_count,persistent_rule_count,triggered_rule_ids,uncapped_base_warning_score,base_warning_score,family_score_evidence,point_cap_reduction,persistence_bonus,warning_score,coverage_status,priority_band,methodology_id,methodology_status,independent_signal_family_count,triggered_signal_families,persistent_trigger_ids,complaints_opened_count,complaints_closed_count,complaints_upheld_pct,closed_within_8_weeks_pct,context_provision_rate,context_intermediation_rate,identity_match_status,previous_sample_review_outcome,previous_sample_review_comment,review_flags,review_disposition,review_comment,source_check_status,resolved_disposition,source_check_resolution,source_check_evidence,review_method,reviewer,reviewed_at,business_approval_status
FRN:110035,2024-H1,2024-01-01 to 2024-06-30,investments,Liverpool Victoria Financial Services Limited,110035.0,2024-01-01,2024-06-30,7,2,2,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 0, ""uncapped_points"": 0}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|context_rate,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,383.0,391.0,0.8645,0.977,7.69,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|context_rate). Persistent rules: CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110462,2023-H2,2023-07-01 to 2023-12-31,investments,ReAssure Life Limited,110462.0,2023-07-01,2023-12-31,7,3,2,CTX_PROVISION_PEER_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,8,7,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 0, ""uncapped_points"": 0}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",1,2,9,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|context_rate,CTX_PROVISION_PEER_HIGH|UPHELD_DETERIORATION,256.0,263.0,0.8859,0.962,8.39,,matched,,,,retain_priority_review,"Score 9 from 3 rules across 2 independent signal families (complaint_outcome|context_rate). Persistent rules: CTX_PROVISION_PEER_HIGH|UPHELD_DETERIORATION. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110462,2024-H1,2024-01-01 to 2024-06-30,insurance_and_pure_protection,ReAssure Life Limited,110462.0,2024-01-01,2024-06-30,7,2,2,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 0, ""uncapped_points"": 0}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|context_rate,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,467.0,451.0,0.8958,0.9445,10.03,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|context_rate). Persistent rules: CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110462,2024-H1,2024-01-01 to 2024-06-30,investments,ReAssure Life Limited,110462.0,2024-01-01,2024-06-30,7,2,2,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 0, ""uncapped_points"": 0}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|context_rate,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,232.0,210.0,0.881,0.9619,9.02,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|context_rate). Persistent rules: CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110462,2024-H2,2024-07-01 to 2024-12-31,insurance_and_pure_protection,ReAssure Life Limited,110462.0,2024-07-01,2024-12-31,7,2,2,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 0, ""uncapped_points"": 0}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|context_rate,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,356.0,392.0,0.8724,0.9183,7.92,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|context_rate). Persistent rules: CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110462,2024-H2,2024-07-01 to 2024-12-31,investments,ReAssure Life Limited,110462.0,2024-07-01,2024-12-31,7,3,2,CTX_PROVISION_PEER_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,8,7,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 0, ""uncapped_points"": 0}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",1,2,9,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|context_rate,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,199.0,215.0,0.9442,0.9442,8.13,,matched,,,,retain_priority_review,"Score 9 from 3 rules across 2 independent signal families (complaint_outcome|context_rate). Persistent rules: CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110462,2025-H2,2025-07-01 to 2025-12-31,insurance_and_pure_protection,ReAssure Life Limited,110462.0,2025-07-01,2025-12-31,7,2,2,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,315.0,310.0,0.8839,0.8904,7.49,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110481,2022-H1,2022-01-01 to 2022-06-30,decumulation_and_pensions,Phoenix Life CA Limited,110481.0,2022-01-01,2022-06-30,7,4,0,OPENED_EXCEPTIONAL_GROWTH|OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,10,9,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 2, ""uncapped_points"": 2}}",1,0,9,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|timeliness|volume_pressure,,1110.0,738.0,0.8794,0.5622999999999999,2.82,,matched,,,,retain_priority_review,"Score 9 from 4 rules across 3 independent signal families (complaint_outcome|timeliness|volume_pressure). No rule persisted from the prior period. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110481,2022-H1,2022-01-01 to 2022-06-30,insurance_and_pure_protection,Phoenix Life CA Limited,110481.0,2022-01-01,2022-06-30,7,4,1,CTX_PROVISION_DETERIORATION|OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,10,9,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 2, ""uncapped_points"": 2}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",1,1,10,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|context_rate|timeliness,CTX_PROVISION_DETERIORATION,846.0,609.0,0.9015,0.5073000000000001,10.0,,matched,,,,retain_priority_review,"Score 10 from 4 rules across 3 independent signal families (complaint_outcome|context_rate|timeliness). Persistent rules: CTX_PROVISION_DETERIORATION. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110481,2022-H1,2022-01-01 to 2022-06-30,investments,Phoenix Life CA Limited,110481.0,2022-01-01,2022-06-30,6,5,1,CTX_PROVISION_DETERIORATION|CTX_PROVISION_PEER_HIGH|OPENED_EXCEPTIONAL_GROWTH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,12,10,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""timeliness"": {""cap"": 3, ""capped_points"": 0, ""uncapped_points"": 0}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 2, ""uncapped_points"": 2}}",2,1,11,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|context_rate|volume_pressure,CTX_PROVISION_PEER_HIGH,216.0,149.0,0.8658,,17.87,,matched,,,,retain_priority_review,"Score 11 from 5 rules across 3 independent signal families (complaint_outcome|context_rate|volume_pressure). Persistent rules: CTX_PROVISION_PEER_HIGH. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110481,2022-H2,2022-07-01 to 2022-12-31,insurance_and_pure_protection,Phoenix Life CA Limited,110481.0,2022-07-01,2022-12-31,7,3,2,CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,9,9,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,11,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|context_rate|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,810.0,809.0,0.8912,0.4288999999999999,10.27,,matched,,,,retain_priority_review,"Score 11 from 3 rules across 3 independent signal families (complaint_outcome|context_rate|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110481,2022-H2,2022-07-01 to 2022-12-31,investments,Phoenix Life CA Limited,110481.0,2022-07-01,2022-12-31,7,3,2,CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,9,9,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,11,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|context_rate|timeliness,CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,175.0,203.0,0.867,0.4236999999999999,15.48,,matched,,,,retain_priority_review,"Score 11 from 3 rules across 3 independent signal families (complaint_outcome|context_rate|timeliness). Persistent rules: CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
